"Tag","Value","Tag_Description"
"security:resource_owner","Brunei Darussalam","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bulgaria","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Burkina Faso","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Burundi","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cambodia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cameroon","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Canada","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cape Verde","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cayman Islands","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Central African Republic","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Chad","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Chemical Weapons Convention States","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Chile","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","China","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Christmas Island","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Civilian Protection Monitoring Team for Sudan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cocos (Keeling) Islands","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Colombia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Combined Maritime Forces","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Comoros","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Congo","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Congo The Democratic Republic of the","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cook Islands","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cooperative Maritime Forces Pacific","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Costa Rica","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Croatia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cuba","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Cyprus","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Czech Republic","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Côte dIvoire","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Denmark","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Djibouti","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Dominica","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Dominican Republic","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Egypt","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","El Salvador","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Equatorial Guinea","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Eritrea","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Estonia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Ethiopia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Eucador","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","European Union DARFUR","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","European Union Stabilization Forces in Bosnia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","FIVE EYES","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","FOUR EYES","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Falkland Islands (Malvinas)","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Faroe Islands","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Fiji","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Finland","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Foreign Government Information","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","France","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","French Guiana","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","French Polynesia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","French Southern Territories","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Gabon","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Gambia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Georgia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Germany","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Ghana","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Gibraltar","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Global Counter-Terrorism Forces","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Global Maritime Interception Forces","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Greece","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Greenland","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Grenada","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Guadeloupe","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Guam","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Guatemala","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Guernsey","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Guinea","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Guinea-Bissau","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Guyana","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Haiti","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Heard Island and McDonald Islands","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Holy See (Vatican City State)","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Honduras","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Hong Kong","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Hungary","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Iceland","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","India","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Indonesia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","International Events Security Coalition","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","International Security Assistance Force for Afghanistan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Iran","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Iraq","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Ireland","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Isle of Man","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Israel","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Italy","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Jamaica","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Japan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Jersey","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Jordan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Kazakhstan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Kenya","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Kiribati","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Korea Democratic Peoples Republic of","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Korea Republic of","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Kuwait","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Kyrgyzstan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Lao Peoples Democratic Republic","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Latvia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Lebanon","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Lesotho","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Liberia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Libyan Arab Jamahiriya","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Liechtenstein","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Lithuania","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Luxembourg","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Macao","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Macedonia","Restriction Information : Security Attributes Group (resource owner-producer)"
